id,Compound_CID,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Target_ID,Source_Target,Source_Target_URL,Protein_Accession,Protein,Gene_ID,Gene,Taxonomy_ID,Taxonomy,Action,Activity_Name,Activity,Evidence_IDs,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,pmcids,pclids,References
1889952,5281576,Comparative Toxicogenomics Database (CTD),Zearalenone,D015025,Zearalenone,https://ctdbase.org/detail.go?type=chem&acc=D015025,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),Zearalenone results in decreased expression of PARP1 protein,,,PMID:28089945,https://www.ncbi.nlm.nih.gov/pubmed/28089945,28089945,,,14164564,"Zhang GL, Sun XF, Feng YZ, Li B, Li YP, Yang F, Nyachoti CM, Shen W, Sun SD, Li L. Zearalenone exposure impairs ovarian primordial follicle formation via down-regulation of Lhx8 expression in vitro. Toxicol Appl Pharmacol. 2017 Feb 15;317():33–40. doi: 10.1016/j.taap.2017.01.004. PMID: 28089945."
1889953,5281576,Comparative Toxicogenomics Database (CTD),Zearalenone,D015025,Zearalenone,https://ctdbase.org/detail.go?type=chem&acc=D015025,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10116,Rattus norvegicus (Norway rat),Zearalenone results in increased cleavage of PARP1 protein,,,PMID:24530352,https://www.ncbi.nlm.nih.gov/pubmed/24530352,24530352,,,31645873,"Wang Y, Zheng W, Bian X, Yuan Y, Gu J, Liu X, Liu Z, Bian J. Zearalenone induces apoptosis and cytoprotective autophagy in primary Leydig cells. Toxicol Lett. 2014 Apr 21;226(2):182–91. doi: 10.1016/j.toxlet.2014.02.003. PMID: 24530352."
1795439,5281607,Comparative Toxicogenomics Database (CTD),Chrysin,C043561,chrysin,https://ctdbase.org/detail.go?type=chem&acc=C043561,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),[cisplatin co-treated with chrysin] results in increased cleavage of PARP1 protein|benzyloxycarbonyl-valyl-alanyl-aspartic acid analog inhibits the reaction [[cisplatin co-treated with chrysin] results in increased cleavage of PARP1 protein],,,PMID:25770930,https://www.ncbi.nlm.nih.gov/pubmed/25770930,25770930,,,22884660,"Li X, Huang JM, Wang JN, Xiong XK, Yang XF, Zou F. Combination of chrysin and cisplatin promotes the apoptosis of Hep G2 cells by up-regulating p53. Chem Biol Interact. 2015 May 05;232():12–20. doi: 10.1016/j.cbi.2015.03.003. PMID: 25770930."
1795440,5281607,Comparative Toxicogenomics Database (CTD),Chrysin,C043561,chrysin,https://ctdbase.org/detail.go?type=chem&acc=C043561,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Chrysin results in increased cleavage of PARP1 protein,,,PMID:18455702|PMID:25770930,https://www.ncbi.nlm.nih.gov/pubmed/18455702|https://www.ncbi.nlm.nih.gov/pubmed/25770930,18455702|25770930,,PMC3266687,21414903|22884660,"Li X, Huang JM, Wang JN, Xiong XK, Yang XF, Zou F. Combination of chrysin and cisplatin promotes the apoptosis of Hep G2 cells by up-regulating p53. Chem Biol Interact. 2015 May 05;232():12–20. doi: 10.1016/j.cbi.2015.03.003. PMID: 25770930.|Lee D, Szczepanski M, Lee YJ. Role of Bax in quercetin-induced apoptosis in human prostate cancer cells. Biochemical Pharmacology. 2008 Jun;75(12):2345–55. doi: 10.1016/j.bcp.2008.03.013."
1795441,5281607,Comparative Toxicogenomics Database (CTD),Chrysin,C043561,chrysin,https://ctdbase.org/detail.go?type=chem&acc=C043561,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10116,Rattus norvegicus (Norway rat),Chrysin inhibits the reaction [cyclophosphamide results in increased expression of PARP1 protein],,,PMID:37263553,https://www.ncbi.nlm.nih.gov/pubmed/37263553,37263553,,,35714303,"Saleh DO, El-Nasr NMEA, Fayez AM, Ahmed KA, Mohamed RA. Uro-protective role of chrysin against cyclophosphamide-induced hemorrhagic cystitis in rats involving the turning-off NF-?B/P38-MAPK, NO/PARP-1 and STAT-3 signaling cascades. Chem Biol Interact. 2023 Sep 01;382():110585. doi: 10.1016/j.cbi.2023.110585. PMID: 37263553."
1676767,5281612,Comparative Toxicogenomics Database (CTD),Diosmetin,C039602,diosmetin,https://ctdbase.org/detail.go?type=chem&acc=C039602,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10116,Rattus norvegicus (Norway rat),KEAP1 protein inhibits the reaction [diosmetin inhibits the reaction [[oxygen deficiency co-treated with glucose deficiency] results in increased expression of PARP1 protein modified form]]|nfe2l2 protein promotes the reaction [diosmetin inhibits the reaction [[oxygen deficiency co-treated with glucose deficiency] results in increased expression of PARP1 protein modified form]]|diosmetin inhibits the reaction [[oxygen deficiency co-treated with glucose deficiency] results in increased expression of PARP1 protein modified form],,,PMID:35191607,https://www.ncbi.nlm.nih.gov/pubmed/35191607,35191607,,,7536038,"Shi M, Wang J, Bi F, Bai Z. Diosmetin alleviates cerebral ischemia-reperfusion injury through Keap1-mediated Nrf2/<scp>ARE</scp> signaling pathway activation and <scp>NLRP3</scp> inflammasome inhibition. Environmental Toxicology. 2022 Feb 22;37(6):1529–42. doi: 10.1002/tox.23504."
1677073,5281613,Comparative Toxicogenomics Database (CTD),Diosmin,D004145,Diosmin,https://ctdbase.org/detail.go?type=chem&acc=D004145,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),Diosmin inhibits the reaction [benzo(a)pyrene results in increased cleavage of PARP1 protein],,,PMID:32061149,https://www.ncbi.nlm.nih.gov/pubmed/32061149,32061149,,,2641332,"Islam J, Shree A, Afzal SM, Vafa A, Sultana S. Protective effect of Diosmin against benzo(a)pyrene-induced lung injury in Swiss Albino Mice. Environ Toxicol. 2020 Jul;35(7):747–57. doi: 10.1002/tox.22909. PMID: 32061149."
1896980,5281614,Comparative Toxicogenomics Database (CTD),Fisetin,C017875,fisetin,https://ctdbase.org/detail.go?type=chem&acc=C017875,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Fisetin results in decreased activity of PARP1 protein,,,PMID:17884996,https://www.ncbi.nlm.nih.gov/pubmed/17884996,17884996,,,20060229,"Geraets L, Moonen HJJ, Brauers K, Wouters EFM, Bast A, Hageman GJ. Dietary Flavones and Flavonoles Are Inhibitors of Poly(ADP-ribose)polymerase-1 in Pulmonary Epithelial Cells , The Journal of Nutrition. 2007 Oct;137(10):2190–5. doi: 10.1093/jn/137.10.2190."
1978553,5281616,Comparative Toxicogenomics Database (CTD),Galangin,C037032,galangin,https://ctdbase.org/detail.go?type=chem&acc=C037032,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Galangin results in increased cleavage of PARP1 protein,,,PMID:18455702,https://www.ncbi.nlm.nih.gov/pubmed/18455702,18455702,,PMC3266687,21414903,"Lee D, Szczepanski M, Lee YJ. Role of Bax in quercetin-induced apoptosis in human prostate cancer cells. Biochemical Pharmacology. 2008 Jun;75(12):2345–55. doi: 10.1016/j.bcp.2008.03.013."
1978225,5281621,Comparative Toxicogenomics Database (CTD),Gossypin,C022944,gossypin,https://ctdbase.org/detail.go?type=chem&acc=C022944,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Gossypin results in increased cleavage of PARP1 protein,,,PMID:30536456,https://www.ncbi.nlm.nih.gov/pubmed/30536456,30536456,,PMC6416069,25729111,"Wang L, Wang X, Chen H, Zu X, Ma F, Liu K, Bode AM, Dong Z, Kim DJ. Gossypin inhibits gastric cancer growth by direct targeting of <scp>AURKA</scp> and <scp>RSK2</scp>. Phytotherapy Research. 2018 Dec 10;33(3):640–50. doi: 10.1002/ptr.6253."
848909,5281623,Comparative Toxicogenomics Database (CTD),Bellidifolin,C091291,bellidifolin,https://ctdbase.org/detail.go?type=chem&acc=C091291,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Bellidifolin results in decreased expression of PARP1 protein,,,PMID:33299414,https://www.ncbi.nlm.nih.gov/pubmed/33299414,33299414,,PMC7703469,15587448,"Yan L, Yali L, Chenghao L, Caiqin F, Zhongbo Z, Weiyu R, Yu M, Xiaotian Z, Biwen W, Xiaojie J, Yongqi L. Bellidifolin Inhibits Proliferation of A549 Cells by Regulating STAT3/COX-2 Expression and Protein Activity. Journal of Oncology. 2020 Nov 21;2020():1–17. doi: 10.1155/2020/1723791."
2126679,5281643,Comparative Toxicogenomics Database (CTD),Hyperoside,C021304,hyperoside,https://ctdbase.org/detail.go?type=chem&acc=C021304,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),[quercetin co-treated with hyperoside] results in increased cleavage of PARP1 protein,,,PMID:24173369|PMID:25354548,https://www.ncbi.nlm.nih.gov/pubmed/24173369|https://www.ncbi.nlm.nih.gov/pubmed/25354548,24173369|25354548,,,3213371|22861707,"Yang FQ, Liu M, Li W, Che JP, Wang GC, Zheng JH. Combination of quercetin and hyperoside inhibits prostate cancer cell growth and metastasis via regulation of microRNA-21. Mol Med Rep. 2015 Feb;11(2):1085–92. doi: 10.3892/mmr.2014.2813. PMID: 25354548.|Li W, Liu M, Xu YF, Feng Y, Che JP, Wang GC, Zheng JH. Combination of quercetin and hyperoside has anticancer effects on renal cancer cells through inhibition of oncogenic microRNA-27a. Oncol Rep. 2014 Jan;31(1):117–24. doi: 10.3892/or.2013.2811. PMID: 24173369."
1900989,5281650,Comparative Toxicogenomics Database (CTD),Mangostin,C021053,mangostin,https://ctdbase.org/detail.go?type=chem&acc=C021053,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Mangostin results in increased cleavage of PARP1 protein,,,PMID:23954321,https://www.ncbi.nlm.nih.gov/pubmed/23954321,23954321,,,8013580,"Kumazaki M, Noguchi S, Yasui Y, Iwasaki J, Shinohara H, Yamada N, Akao Y. Anti-cancer effects of naturally occurring compounds through modulation of signal transduction and miRNA expression in human colon cancer cells. The Journal of Nutritional Biochemistry. 2013 Nov;24(11):1849–58. doi: 10.1016/j.jnutbio.2013.04.006."
850246,5281654,Comparative Toxicogenomics Database (CTD),Isorhamnetin,C047368,3-methylquercetin,https://ctdbase.org/detail.go?type=chem&acc=C047368,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),3-methylquercetin results in increased cleavage of PARP1 protein,,,PMID:22992727,https://www.ncbi.nlm.nih.gov/pubmed/22992727,22992727,,PMC3488073,32963708,"Ramachandran L, Manu KA, Shanmugam MK, Li F, Siveen KS, Vali S, Kapoor S, Abbasi T, Surana R, Smoot DT, Ashktorab H, Tan P, Ahn KS, Yap CW, Kumar AP, Sethi G. Isorhamnetin Inhibits Proliferation and Invasion and Induces Apoptosis through the Modulation of Peroxisome Proliferator-activated Receptor ? Activation Pathway in Gastric Cancer. Journal of Biological Chemistry. 2012 Nov;287(45):38028–40. doi: 10.1074/jbc.m112.388702."
2048977,5281670,Comparative Toxicogenomics Database (CTD),Morin,C008548,morin,https://ctdbase.org/detail.go?type=chem&acc=C008548,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Morin results in increased expression of PARP1 mRNA,,,PMID:28689916,https://www.ncbi.nlm.nih.gov/pubmed/28689916,28689916,,,15502171,"Zhang Q, Zhang F, Thakur K, Wang J, Wang H, Hu F, Zhang JG, Wei ZJ. Molecular mechanism of anti-cancerous potential of Morin extracted from mulberry in Hela cells. Food Chem Toxicol. 2018 Feb;112():466–75. doi: 10.1016/j.fct.2017.07.002. PMID: 28689916."
1953897,5281671,Comparative Toxicogenomics Database (CTD),Morusin,C057451,morusin,https://ctdbase.org/detail.go?type=chem&acc=C057451,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one promotes the reaction [morusin results in increased cleavage of PARP1 protein]|u 0126 inhibits the reaction [morusin results in increased cleavage of PARP1 protein]|benzyloxycarbonylvalyl-alanyl-aspartyl fluoromethyl ketone inhibits the reaction [morusin results in increased cleavage of PARP1 protein]|pyrazolanthrone inhibits the reaction [morusin results in increased cleavage of PARP1 protein],,,PMID:33035517,https://www.ncbi.nlm.nih.gov/pubmed/33035517,33035517,,,6804631,"Wang J, Liu X, Zheng H, Liu Q, Zhang H, Wang X, Shen T, Wang S, Ren D. Morusin induces apoptosis and autophagy via JNK, ERK and PI3K/Akt signaling in human lung carcinoma cells. Chem Biol Interact. 2020 Nov 01;331():109279. doi: 10.1016/j.cbi.2020.109279. PMID: 33035517."
1953898,5281671,Comparative Toxicogenomics Database (CTD),Morusin,C057451,morusin,https://ctdbase.org/detail.go?type=chem&acc=C057451,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Morusin results in increased cleavage of PARP1 protein,,,PMID:33035517|PMID:37443484,https://www.ncbi.nlm.nih.gov/pubmed/33035517|https://www.ncbi.nlm.nih.gov/pubmed/37443484,33035517|37443484,,PMC10344534,6804631|35854130,"Li H, Xiao J, Li X, Huang Q, Liu Q, Zhang Q. Mechanism of morusin on breast cancer via network pharmacology and in vitro experiments. 2023 Jul 14;102(28):e34300. doi: 10.1097/md.0000000000034300.|Wang J, Liu X, Zheng H, Liu Q, Zhang H, Wang X, Shen T, Wang S, Ren D. Morusin induces apoptosis and autophagy via JNK, ERK and PI3K/Akt signaling in human lung carcinoma cells. Chem Biol Interact. 2020 Nov 01;331():109279. doi: 10.1016/j.cbi.2020.109279. PMID: 33035517."
1569660,5281672,Comparative Toxicogenomics Database (CTD),Myricetin,C040015,myricetin,https://ctdbase.org/detail.go?type=chem&acc=C040015,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Myricetin results in decreased activity of PARP1 protein,,,PMID:17884996,https://www.ncbi.nlm.nih.gov/pubmed/17884996,17884996,,,20060229,"Geraets L, Moonen HJJ, Brauers K, Wouters EFM, Bast A, Hageman GJ. Dietary Flavones and Flavonoles Are Inhibitors of Poly(ADP-ribose)polymerase-1 in Pulmonary Epithelial Cells , The Journal of Nutrition. 2007 Oct;137(10):2190–5. doi: 10.1093/jn/137.10.2190."
1569661,5281672,Comparative Toxicogenomics Database (CTD),Myricetin,C040015,myricetin,https://ctdbase.org/detail.go?type=chem&acc=C040015,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Myricetin results in increased cleavage of PARP1 protein,,,PMID:15748703|PMID:29698783,https://www.ncbi.nlm.nih.gov/pubmed/15748703|https://www.ncbi.nlm.nih.gov/pubmed/29698783,15748703|29698783,,,4648421|22033829,"Lee JH, Choi YJ, Park SH, Nam MJ. Potential role of nucleoside diphosphate kinase in myricetin-induced selective apoptosis in colon cancer HCT-15 cells. Food Chem Toxicol. 2018 Jun;116(Pt B):315–22. doi: 10.1016/j.fct.2018.04.053. PMID: 29698783.|Ko CH, Shen SC, Hsu CS, Chen YC. Mitochondrial-dependent, reactive oxygen species-independent apoptosis by myricetin: roles of protein kinase C, cytochrome c, and caspase cascade. Biochem Pharmacol. 2005 Mar 15;69(6):913–27. doi: 10.1016/j.bcp.2004.12.005. PMID: 15748703."
2050345,5281701,Comparative Toxicogenomics Database (CTD),Tricetin,C469689,tricetin,https://ctdbase.org/detail.go?type=chem&acc=C469689,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Tricetin inhibits the reaction [oxidopamine results in increased expression of PARP1 protein],,,PMID:31176653,https://www.ncbi.nlm.nih.gov/pubmed/31176653,31176653,,,14212967,"Ren J, Yuan L, Wang W, Zhang M, Wang Q, Li S, Zhang L, Hu K. Tricetin protects against 6-OHDA-induced neurotoxicity in Parkinson's disease model by activating Nrf2/HO-1 signaling pathway and preventing mitochondria-dependent apoptosis pathway. Toxicol Appl Pharmacol. 2019 Sep 01;378():114617. doi: 10.1016/j.taap.2019.114617. PMID: 31176653."
2050346,5281701,Comparative Toxicogenomics Database (CTD),Tricetin,C469689,tricetin,https://ctdbase.org/detail.go?type=chem&acc=C469689,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Tricetin results in decreased activity of PARP1 protein,,,PMID:17884996,https://www.ncbi.nlm.nih.gov/pubmed/17884996,17884996,,,20060229,"Geraets L, Moonen HJJ, Brauers K, Wouters EFM, Bast A, Hageman GJ. Dietary Flavones and Flavonoles Are Inhibitors of Poly(ADP-ribose)polymerase-1 in Pulmonary Epithelial Cells , The Journal of Nutrition. 2007 Oct;137(10):2190–5. doi: 10.1093/jn/137.10.2190."
1628218,5281707,Comparative Toxicogenomics Database (CTD),Coumestrol,D003375,Coumestrol,https://ctdbase.org/detail.go?type=chem&acc=D003375,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),"[coumestrol co-treated with 2,3-bis(3'-hydroxybenzyl)butyrolactone] results in increased expression of PARP1 mrna|[coumestrol co-treated with resveratrol] results in increased expression of PARP1 mRNA",,,PMID:19167446,https://www.ncbi.nlm.nih.gov/pubmed/19167446,19167446,,,16019154,"Dip R, Lenz S, Gmuender H, Naegeli H. Pleiotropic combinatorial transcriptomes of human breast cancer cells exposed to mixtures of dietary phytoestrogens. Food Chem Toxicol. 2009 Apr;47(4):787–95. doi: 10.1016/j.fct.2009.01.008. PMID: 19167446."
1574433,5281708,Comparative Toxicogenomics Database (CTD),Daidzein,C004742,daidzein,https://ctdbase.org/detail.go?type=chem&acc=C004742,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Daidzein results in increased cleavage of PARP1 protein,,,PMID:12791511,https://www.ncbi.nlm.nih.gov/pubmed/12791511,12791511,,,24703878,"Su SJ, Chow NH, Kung ML, Hung TC, Chang KL. Effects of soy isoflavones on apoptosis induction and G2-M arrest in human hepatoma cells involvement of caspase-3 activation, Bcl-2 and Bcl-XL downregulation, and Cdc2 kinase activity. Nutr Cancer. 2003;45(1):113–23. doi: 10.1207/s15327914nc4501_13. PMID: 12791511."
2037148,5281727,Comparative Toxicogenomics Database (CTD),Pterostilbene,C107773,pterostilbene,https://ctdbase.org/detail.go?type=chem&acc=C107773,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Pterostilbene inhibits the reaction [pyruvaldehyde results in increased cleavage of PARP1 protein],,,PMID:33930484,https://www.ncbi.nlm.nih.gov/pubmed/33930484,33930484,,,18336339,"Tang D, Xiao W, Gu WT, Zhang ZT, Xu SH, Chen ZQ, Xu YH, Zhang LY, Wang SM, Nie H. Pterostilbene prevents methylglyoxal-induced cytotoxicity in endothelial cells by regulating glyoxalase, oxidative stress and apoptosis. Food Chem Toxicol. 2021 Jul;153():112244. doi: 10.1016/j.fct.2021.112244. PMID: 33930484."
2037149,5281727,Comparative Toxicogenomics Database (CTD),Pterostilbene,C107773,pterostilbene,https://ctdbase.org/detail.go?type=chem&acc=C107773,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Pterostilbene results in increased expression of PARP1 protein modified form,,,PMID:19549798,https://www.ncbi.nlm.nih.gov/pubmed/19549798,19549798,,PMC2753521,18058529,"Paul S, Rimando AM, Lee HJ, Ji Y, Reddy BS, Suh N. Anti-inflammatory Action of Pterostilbene Is Mediated through the p38 Mitogen-Activated Protein Kinase Pathway in Colon Cancer Cells. 2009 Jul 01;2(7):650–7. doi: 10.1158/1940-6207.capr-08-0224."
1979396,5281729,Comparative Toxicogenomics Database (CTD),Echimidine,C000615871,echimidine,https://ctdbase.org/detail.go?type=chem&acc=C000615871,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Echimidine results in decreased expression of and results in increased cleavage of PARP1 protein,,,PMID:29458164,https://www.ncbi.nlm.nih.gov/pubmed/29458164,29458164,,,33077163,"Waizenegger J, Braeuning A, Templin M, Lampen A, Hessel-Pras S. Structure-dependent induction of apoptosis by hepatotoxic pyrrolizidine alkaloids in the human hepatoma cell line HepaRG: Single versus repeated exposure. Food Chem Toxicol. 2018 Apr;114():215–26. doi: 10.1016/j.fct.2018.02.036. PMID: 29458164."
1853744,5281788,Comparative Toxicogenomics Database (CTD),Plantamajoside,C421173,plantamajoside,https://ctdbase.org/detail.go?type=chem&acc=C421173,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Plantamajoside promotes the reaction [metformin results in increased cleavage of PARP1 protein],,,PMID:35350904,https://www.ncbi.nlm.nih.gov/pubmed/35350904,35350904,,,5457436,"Wang Z, Zuo J, Zhang L, Zhang Z, Wei Y. Plantamajoside promotes metformin-induced apoptosis, autophagy and proliferation arrest of liver cancer cells via suppressing Akt/GSK3ß signaling. Hum Exp Toxicol. 2022 Jan;41():9603271221078868. doi: 10.1177/09603271221078868. PMID: 35350904."
2006756,5281793,Comparative Toxicogenomics Database (CTD),Salvianolic acid A,C066201,salvianolic acid A,https://ctdbase.org/detail.go?type=chem&acc=C066201,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10116,Rattus norvegicus (Norway rat),Salvianolic acid A inhibits the reaction [arsenic trioxide results in increased expression of PARP1 protein],,,PMID:28391263,https://www.ncbi.nlm.nih.gov/pubmed/28391263,28391263,,,12140016,"Zhang J, Sun G, Luo Y, Wang M, Wang W, Du Y, Yu Y, Sun X. Salvianolic Acid A Protects H9c2 Cells from Arsenic Trioxide-Induced Injury via Inhibition of the MAPK Signaling Pathway. Cell Physiol Biochem. 2017;41(5):1957–69. doi: 10.1159/000472409."
1683203,5281794,Comparative Toxicogenomics Database (CTD),Shogaol,C040115,shogaol,https://ctdbase.org/detail.go?type=chem&acc=C040115,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Shogaol promotes the reaction [TNFSF10 protein results in increased cleavage of PARP1 protein]|benzyloxycarbonyl-valyl-alanyl-aspartic acid analog inhibits the reaction [shogaol promotes the reaction [TNFSF10 protein results in increased cleavage of PARP1 protein]]|acetylcysteine inhibits the reaction [shogaol promotes the reaction [TNFSF10 protein results in increased cleavage of PARP1 protein]]|s-ethyl glutathione inhibits the reaction [shogaol promotes the reaction [TNFSF10 protein results in increased cleavage of PARP1 protein]]|cflar protein modified form inhibits the reaction [shogaol promotes the reaction [TNFSF10 protein results in increased cleavage of PARP1 protein]],,,PMID:25619640,https://www.ncbi.nlm.nih.gov/pubmed/25619640,25619640,,,27660120,"Han MA, Woo SM, Min KJ, Kim S, Park JW, Kim DE, Kim SH, Choi YH, Kwon TK. 6-Shogaol enhances renal carcinoma Caki cells to TRAIL-induced apoptosis through reactive oxygen species-mediated cytochrome c release and down-regulation of c-FLIP(L) expression. Chem Biol Interact. 2015 Feb 25;228():69–78. doi: 10.1016/j.cbi.2015.01.020. PMID: 25619640."
1683204,5281794,Comparative Toxicogenomics Database (CTD),Shogaol,C040115,shogaol,https://ctdbase.org/detail.go?type=chem&acc=C040115,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Acetylcysteine inhibits the reaction [shogaol results in increased cleavage of PARP1 protein],,,PMID:18384088,https://www.ncbi.nlm.nih.gov/pubmed/18384088,18384088,,,8585134,"Pan MH, Hsieh MC, Kuo JM, Lai CS, Wu H, Sang S, Ho CT. 6-Shogaol induces apoptosis in human colorectal carcinoma cells via ROS production, caspase activation, and GADD 153 expression. Mol Nutr Food Res. 2008 May;52(5):527–37. doi: 10.1002/mnfr.200700157. PMID: 18384088."
1683205,5281794,Comparative Toxicogenomics Database (CTD),Shogaol,C040115,shogaol,https://ctdbase.org/detail.go?type=chem&acc=C040115,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Shogaol results in increased cleavage of PARP1 protein,,,PMID:18384088|PMID:25619640,https://www.ncbi.nlm.nih.gov/pubmed/18384088|https://www.ncbi.nlm.nih.gov/pubmed/25619640,18384088|25619640,,,8585134|27660120,"Han MA, Woo SM, Min KJ, Kim S, Park JW, Kim DE, Kim SH, Choi YH, Kwon TK. 6-Shogaol enhances renal carcinoma Caki cells to TRAIL-induced apoptosis through reactive oxygen species-mediated cytochrome c release and down-regulation of c-FLIP(L) expression. Chem Biol Interact. 2015 Feb 25;228():69–78. doi: 10.1016/j.cbi.2015.01.020. PMID: 25619640.|Pan MH, Hsieh MC, Kuo JM, Lai CS, Wu H, Sang S, Ho CT. 6-Shogaol induces apoptosis in human colorectal carcinoma cells via ROS production, caspase activation, and GADD 153 expression. Mol Nutr Food Res. 2008 May;52(5):527–37. doi: 10.1002/mnfr.200700157. PMID: 18384088."
1801231,5281807,Comparative Toxicogenomics Database (CTD),Puerarin,C033607,puerarin,https://ctdbase.org/detail.go?type=chem&acc=C033607,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),Puerarin inhibits the reaction [carbon tetrachloride results in increased expression of PARP1 protein],,,PMID:27318789,https://www.ncbi.nlm.nih.gov/pubmed/27318789,27318789,,,2554722,"Wang S, Shi XL, Feng M, Wang X, Zhang ZH, Zhao X, Han B, Ma HC, Dai B, Ding YT. Puerarin protects against CCl4-induced liver fibrosis in mice: possible role of PARP-1 inhibition. Int Immunopharmacol. 2016 Sep;38():238–45. doi: 10.1016/j.intimp.2016.06.008. PMID: 27318789."
1801232,5281807,Comparative Toxicogenomics Database (CTD),Puerarin,C033607,puerarin,https://ctdbase.org/detail.go?type=chem&acc=C033607,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),Puerarin inhibits the reaction [[dietary fats co-treated with dietary sucrose] results in increased expression of PARP1 protein],,,PMID:31273855,https://www.ncbi.nlm.nih.gov/pubmed/31273855,31273855,,,8823622,"Wang S, Yang FJ, Shang LC, Zhang YH, Zhou Y, Shi XL. Puerarin protects against high-fat high-sucrose diet-induced non-alcoholic fatty liver disease by modulating PARP-1/PI3K/AKT signaling pathway and facilitating mitochondrial homeostasis. Phytother Res. 2019 Sep;33(9):2347–59. doi: 10.1002/ptr.6417. PMID: 31273855."
1801233,5281807,Comparative Toxicogenomics Database (CTD),Puerarin,C033607,puerarin,https://ctdbase.org/detail.go?type=chem&acc=C033607,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10116,Rattus norvegicus (Norway rat),Puerarin inhibits the reaction [cadmium acetate results in increased cleavage of PARP1 protein],,,PMID:27717697,https://www.ncbi.nlm.nih.gov/pubmed/27717697,27717697,,,29699080,"Song XB, Liu G, Wang ZY, Wang L. Puerarin protects against cadmium-induced proximal tubular cell apoptosis by restoring mitochondrial function. Chem Biol Interact. 2016 Dec 25;260():219–31. doi: 10.1016/j.cbi.2016.10.006. PMID: 27717697."
